Wafer,Die,Resistor Type,Initial Resistance,Minimum Resistance,Time to Minimum Resistance,Time to Failure,Device Lifetime
W4,E12,0,19.99959946,19.99959946,0,0,0
W4,E13,0,15.00177193,14.98553181,3.061160803,10.3937006,7.332539797
W4,E13,500,19.99939156,19.99939156,0,0,0
W4,E4,0,15.01113701,14.98225021,43.85963917,55.6579988,11.79835963
W4,E4,100,13.65000439,12.51967621,25.94773483,99.00333309,73.05559826
W4,E4,500,13.50888538,11.95188141,41.32874942,140.9572449,99.62849545
W4,E5,0,12.15692139,10.75732422,58.33782172,152.9455352,94.60771346
W4,E5,100,13.40276623,11.93771267,29.91752481,93.60715747,63.68963265
W4,E5,500,13.39341068,11.74729252,43.45203114,119.1229846,75.67095351
W4,E6,0,11.48828411,10.27628231,134.6706688,229.1258633,94.45519447
W4,E6,100,9.13653183,9.105656624,0.073079586,2.21120882,2.138129234
W4,E6,500,12.85827637,11.30548859,83.20060802,187.4976399,104.2970319
W4,E7,0,11.28189564,10.01616001,169.9485555,483.2262003,313.2776449
W4,E7,100,12.55677891,11.16501427,67.19013977,170.3092816,103.1191418
W4,E7,500,12.52122784,10.94305515,112.827457,263.3448927,150.5174358
W4,E8,0,11.70555973,10.53241539,85.48778629,320.7016387,235.2138524
W4,E8,100,12.46593571,10.94894695,67.6334126,180.1773221,112.5439095
W4,E8,500,12.80246162,11.19314098,86.03110099,204.4977093,118.4666083
W4,E9,0,10.67757607,10.67757607,0,33.43299031,33.43299031
W4,E9,100,13.04067993,11.37107658,48.00932527,121.3853528,73.37602758
W4,F11,0,13.47704411,12.27580643,44.3359921,141.519357,97.18336487
W4,F11,100,13.48857689,11.96880245,66.47969794,247.0086792,180.5289812
W4,F12,0,19.99960899,19.99960899,2.38E-06,2.38E-06,0
W4,F12,100,16.33577919,16.33577919,2.15E-06,1.210254669,1.210252523
W4,F12,500,19.99960899,19.99960899,1.91E-06,1.91E-06,0
W4,G12,SA,13.93349171,12.71385288,42.82885432,189.785043,146.9561887
W4,G12,SB,14.66510487,13.87450981,14.73149848,89.93580008,75.2043016
W4,G13,SA,18.69662285,18.69662285,2.38E-06,0.076384068,0.076381683
W4,H12,SA,13.56814671,12.1008215,62.07521915,237.6939914,175.6187723
W4,H12,SB,14.19007015,13.21986485,24.98445892,125.2118862,100.2274272
W4,H5,100,9.700082779,8.833662033,830.6957386,831.497793,0.802054405
W4,I12,SA,13.80782509,12.47242546,34.4783237,112.7875447,78.30922103
W4,I12,SB,14.27995014,13.33188915,19.68552113,98.50726247,78.82174134
W4,I6,100,9.884598732,8.758462906,508.5473793,509.2787554,0.731376171
W4,J10,0,12.44260597,11.34169674,25.53763342,90.7964499,65.25881648
W4,J10,100,11.60593796,10.37229061,101.0093162,458.7730424,357.7637262
W4,J10,500,12.40810299,11.19305801,51.98483515,166.53895,114.5541148
W4,J11,0,13.46528912,12.50201988,12.25175881,35.45253229,23.20077348
W4,J11,100,13.12026215,11.88039017,23.68166685,64.94818592,41.26651907
W4,J11,500,13.70354462,12.41167259,22.80546927,69.27701163,46.47154236
W4,J12,0,16.43762016,16.43762016,0,0.296750069,0.296750069
W4,J12,100,14.4369297,13.68738079,9.613593817,47.48106027,37.86746645
W4,J12,500,15.80538464,15.61443043,1.641894341,9.309214354,7.667320013
W4,J12,SA,14.0543251,12.95571327,24.12146759,94.929142,70.80767441
W4,J12,SB,14.75128746,14.02871323,8.833610773,63.60346437,54.76985359
W4,J3,SA,14.1295042,12.78239441,28.44542789,103.0124643,74.56703639
W4,J3,SB,13.69638252,12.07377911,46.43798137,133.4850149,87.04703355
W4,J9,0,11.05161667,9.763868332,214.876229,905.7876468,690.9114177
W4,K10,SA,12.27178097,10.99011326,91.10890436,312.3354545,221.2265501
W4,K11,0,13.99191666,13.37640381,9.395738125,16.26057673,6.8648386
W4,K11,100,13.45656014,12.10512447,22.82665253,68.06027246,45.23361993
W4,K11,500,13.96848297,12.72211456,23.39883518,81.71939731,58.32056212
W4,K11,SA,13.46363354,11.98991394,32.96268892,89.73250484,56.76981592
W4,K12,SA,14.55328941,13.83333015,13.41485977,91.45358157,78.0387218
W4,K12,SB,12.72316551,11.37819958,51.02309108,146.369879,95.34678793
W4,K3,SA,14.61427021,13.58185673,15.61548853,72.63286543,57.0173769
W4,K3,SB,14.1067543,12.69928551,33.9304316,109.6893342,75.75890255
W4,L11,0,15.42815876,15.42815876,3.10E-06,1.879540205,1.879537106
W4,L11,100,13.88424397,12.9379406,15.04697847,62.37890387,47.33192539
W4,L11,500,14.67395592,14.12341976,10.81778741,54.39040923,43.57262182
W4,L3,SA,15.9667902,15.73393822,1.083512306,4.482681274,3.399168968
W4,L3,SB,15.08132649,14.3106575,8.630797625,38.50623083,29.87543321
W4,M11,0,19.99960327,19.99960327,1.91E-06,1.91E-06,0
W4,M11,100,15.09757137,14.85314369,2.358388662,9.409566641,7.051177979
W4,M11,500,16.4448204,16.4448204,1.91E-06,2.543534994,2.543533087
W4,M3,SA,19.99961662,19.99961662,2.62E-06,2.62E-06,0
W4,M3,SB,18.05433846,18.05433846,1.91E-06,0.147968769,0.147966862
W4,M4,SA,14.84155083,14.02640915,11.67357755,55.22571325,43.55213571
W4,M4,SB,14.4036684,13.40373421,18.70416713,91.46355104,72.75938392
W4,M5,SA,14.03646851,11.80217552,92.01050305,261.4643605,169.4538574
W4,M6,100,13.59241676,11.99713898,58.63911915,214.6152165,155.9760973
W4,M7,0,12.75305462,10.75371552,94.65763879,258.5731306,163.9154918
W4,M7,100,11.26163769,10.80693531,120.2905531,155.2297752,34.9392221
W4,M7,500,12.4657526,10.70011902,245.9985375,489.812083,243.8135455
W4,M8,0,12.92231941,11.46213722,39.16146493,106.6820459,67.52058101
W4,M8,100,12.50903988,10.82090187,97.45237851,257.4694426,160.0170641
W4,M8,500,12.96711445,11.10222912,85.07690454,210.8792729,125.8023684
W4,M8,SA,13.46502876,10.94891644,154.0234585,393.5756557,239.5521972
W4,M8,SB,13.4780407,11.23460197,106.4985642,265.6633325,159.1647682
W4,N10,0,19.99960899,19.99960899,1.91E-06,1.91E-06,0
W4,N10,100,15.14668369,14.83157635,2.608062506,11.48402381,8.875961304
W4,N10,500,16.39652634,16.39652634,1.67E-06,2.146986723,2.146985054
W4,N11,0,19.99957275,19.99957275,3.10E-06,3.10E-06,0
W4,N11,100,19.99957466,19.99957466,2.15E-06,2.15E-06,0
W4,N11,500,19.99960327,19.99960327,2.86E-06,2.86E-06,0
W4,N6,0,13.5459795,12.53059959,29.56482649,154.796293,125.2314665
W4,N6,500,13.55609798,11.71980381,84.81840587,271.3925452,186.5741394
W4,N7,0,13.50386524,12.55104256,25.69106269,131.1460116,105.4549489
W4,N7,100,13.46764088,11.76403236,62.02333593,227.4254899,165.402154
W4,N7,500,13.49474621,11.76098728,71.63275313,230.6922569,159.0595038
W4,N8,0,14.25500107,13.76558399,3.640958786,38.66644216,35.02548337
W4,N8,100,13.45043945,12.21187687,32.35271645,123.5881643,91.23544788
W4,N8,500,13.66331196,12.25990009,46.31038451,169.6592157,123.3488312
W4,N9,0,15.35855866,15.23711681,0.580195904,5.329923391,4.749727488
W4,N9,100,13.76313877,12.40631962,50.06703186,172.9098349,122.842803
W4,N9,500,14.23918247,13.27039814,23.66920972,139.0439153,115.3747056
W4,O6,100,15.32406616,15.01293469,1.797792912,7.629565001,5.831772089
W4,O6,500,15.17743301,14.64974976,7.057473421,54.26282048,47.20534706
W4,O7,100,14.88002396,14.3327713,6.971845627,26.93001103,19.95816541
W4,O7,500,15.05021286,14.46412945,9.546232224,70.50469565,60.95846343
W4,O8,0,19.99958992,19.99958992,2.38E-06,2.38E-06,0
W4,O8,500,16.08588219,16.08588219,4.05E-06,2.936480761,2.936476707
W4,O9,0,19.99964333,19.99964333,2.15E-06,2.15E-06,0
W4,O9,100,16.50911331,16.50911331,1.19E-06,0.795697212,0.79569602
W4,O9,500,17.4343338,17.4343338,2.62E-06,0.571708679,0.571706057
W4,P8,0,19.9996109,19.9996109,1.67E-06,1.67E-06,0
W4,P8,100,19.99965096,19.99965096,3.34E-06,3.34E-06,0
W4,P8,500,19.9996376,19.9996376,1.43E-06,1.43E-06,0
W4,P9,0,19.99962235,19.99962235,2.38E-06,2.38E-06,0
W4,P9,100,19.99962997,19.99962997,2.38E-06,2.38E-06,0
W4,P9,500,19.99958229,19.99958229,2.86E-06,2.86E-06,0
