Wafer,Die,Resistor Type,Initial Resistance,Minimum Resistance,Time to Minimum Resistance,Time to Failure,Device Lifetime
W4,G2,S,16.189325333,15.690656662,2.42322301864624,7.413820266723633,4.990597248077393
W4,G4,S,12.413777351,10.505583763,344.1702692508697,764.2949380874634,420.1246688365937
W4,H12,SA,13.568146706,12.100821495,62.07521915435791,237.6939914226532,175.6187722682953
W4,H12,SB,14.190070152,13.219864845,24.984458923339844,125.21188616752625,100.2274272441864
W4,H5,100,9.7000827789,8.8336620331,830.6957385540009,831.4977929592133,0.8020544052124023
W4,I12,SA,13.807825089,12.472425461,34.47832369804382,112.78754472732544,78.30922102928162
W4,I12,SB,14.279950142,13.331889153,19.685521125793457,98.507262468338,78.82174134254454
W4,I6,100,9.884598732,8.7584629059,508.5473792552948,509.27875542640686,0.7313761711120605
W4,J10,0,12.442605972,11.341696739,25.537633419036865,90.79644989967346,65.2588164806366
W4,J10,100,11.605937958,10.372290611,101.0093162059784,458.7730424404144,357.763726234436
W4,J10,500,12.408102989,11.193058014,51.98483514785767,166.53894996643066,114.554114818573
W4,J11,0,13.465289116,12.502019882,12.251758813858032,35.45253229141235,23.20077347755432
W4,J11,100,13.120262146,11.880390167,23.6816668510437,64.94818592071533,41.26651906967163
W4,J11,500,13.703544617,12.411672592,22.805469274520878,69.27701163291931,46.47154235839844
W4,J12,0,16.437620163,16.437620163,0.0,0.2967500686645508,0.2967500686645508
W4,J12,100,14.436929703,13.687380791,9.613593816757202,47.48106026649475,37.86746644973755
W4,J12,500,15.805384636,15.614430428,1.6418943405151367,9.3092143535614,7.667320013046263
W4,J12,SA,14.054325104,12.955713272,24.12146759033203,94.92914199829102,70.80767440795898
W4,J12,SB,14.75128746,14.028713226,8.833610773086548,63.60346436500549,54.769853591918945
W4,J3,SA,14.129504204,12.782394409,28.445427894592285,103.01246428489684,74.56703639030455
W4,J3,SB,13.696382523,12.073779106,46.437981367111206,133.4850149154663,87.0470335483551
W4,J9,0,11.051616669,9.7638683319,214.87622904777527,905.7876467704772,690.9114177227019
W4,K10,SA,12.271780968,10.990113258,91.10890436172484,312.33545446395874,221.2265501022339
W4,K11,0,13.991916656,13.376403809,9.395738124847412,16.260576725006104,6.864838600158691
W4,K11,100,13.456560135,12.105124474,22.82665252685547,68.06027245521545,45.233619928359985
W4,K11,500,13.968482971,12.722114563,23.39883518218994,81.71939730644226,58.32056212425232
W4,K11,SA,13.463633537,11.98991394,32.96268892288208,89.73250484466553,56.76981592178345
W4,K12,SA,14.553289413,13.833330154,13.414859771728516,91.45358157157898,78.03872179985046
W4,K12,SB,12.723165512,11.378199577,51.023091077804565,146.36987900733948,95.34678792953491
W4,K3,SA,14.61427021,13.581856728,15.615488529205322,72.63286542892456,57.01737689971924
W4,K3,SB,14.106754303,12.699285507,33.930431604385376,109.68933415412904,75.75890254974367
W4,L10,S,13.493997574,11.704884529,48.79928660392761,128.48482394218445,79.68553733825684
W4,L11,0,15.42815876,15.42815876,3.0994415283203125e-06,1.879540205001831,1.8795371055603027
W4,L11,100,13.884243965,12.937940598,15.04697847366333,62.37890386581421,47.33192539215088
W4,L11,500,14.673955917,14.123419762,10.817787408828735,54.39040923118591,43.57262182235718
W4,L11,S,13.821863174,12.172634125,61.19822597503662,201.00687289237976,139.80864691734314
W4,L12,S,15.533910751,14.985840797,7.13761305809021,63.50624871253967,56.36863565444946
W4,L13,S,19.999624252,19.999624252,0.0,0.0,0.0
W4,L14,S,19.999341965,19.999341965,0.0,0.0,0.0
W4,L3,SA,15.966790199,15.733938217,1.083512306213379,4.482681274414063,3.3991689682006845
W4,L3,SB,15.081326485,14.310657501,8.630797624588013,38.50623083114624,29.875433206558228
W4,L8,S,11.780721664,10.323451042,266.0613284111023,271.820086479187,5.758758068084717
W4,L9,S,12.306873322,10.847698212,186.21003246307373,215.01796102523804,28.807928562164307
W4,M10,S,19.999557495,19.999557495,0.0,0.0,0.0
W4,M11,0,19.999603271,19.999603271,1.9073486328125e-06,1.9073486328125e-06,0.0
W4,M11,100,15.097571373,14.853143692,2.358388662338257,9.409566640853882,7.051177978515625
W4,M11,500,16.444820404,16.444820404,1.9073486328125e-06,2.543534994125366,2.5435330867767334
W4,M3,SA,19.999616623,19.999616623,2.6226043701171875e-06,2.6226043701171875e-06,0.0
W4,M3,SB,18.054338455,18.054338455,1.9073486328125e-06,0.1479687690734863,0.1479668617248535
W4,M4,SA,14.841550827,14.026409149,11.673577547073364,55.22571325302124,43.552135705947876
W4,M4,SB,14.403668404,13.403734207,18.704167127609253,91.46355104446413,72.75938391685487
W4,M5,SA,14.036468506,11.802175522,92.01050305366516,261.46436047554016,169.453857421875
W4,M6,100,13.592416763,11.997138977,58.6391191482544,214.61521649360657,155.97609734535217
W4,M7,0,12.753054619,10.753715515,94.65763878822328,258.573130607605,163.9154918193817
W4,M7,100,11.261637688,10.80693531,120.29055309295654,155.2297751903534,34.93922209739685
W4,M7,500,12.465752602,10.700119019,245.9985375404358,489.8120830059052,243.81354546546942
W4,M8,0,12.922319412,11.462137222,39.16146492958069,106.68204593658449,67.5205810070038
W4,M8,100,12.509039879,10.820901871,97.45237851142883,257.4694426059723,160.01706409454346
W4,M8,500,12.967114449,11.102229118,85.07690453529358,210.87927293777463,125.80236840248105
W4,M8,SA,13.465028763,10.948916435,154.02345848083496,393.57565569877625,239.55219721794128
W4,M8,SB,13.478040695,11.234601974,106.49856424331664,265.6633324623108,159.16476821899414
W4,M9,S,13.470703125,11.477576256,95.12333106994627,98.90970015525818,3.786369085311904
W4,N10,0,19.999608994,19.999608994,1.9073486328125e-06,1.9073486328125e-06,0.0
W4,N10,100,15.146683693,14.831576347,2.608062505722046,11.484023809432983,8.875961303710938
W4,N10,500,16.396526337,16.396526337,1.6689300537109375e-06,2.146986722946167,2.1469850540161133
W4,N11,0,19.999572754,19.999572754,3.0994415283203125e-06,3.0994415283203125e-06,0.0
W4,N11,100,19.999574661,19.999574661,2.1457672119140625e-06,2.1457672119140625e-06,0.0
W4,N11,500,19.999603271,19.999603271,2.86102294921875e-06,2.86102294921875e-06,0.0
W4,N6,0,13.5459795,12.530599594,29.564826488494877,154.7962930202484,125.23146653175354
W4,N6,500,13.556097984,11.71980381,84.81840586662292,271.3925452232361,186.57413935661316
W4,N7,0,13.503865242,12.551042557,25.691062688827515,131.14601159095764,105.45494890213013
W4,N7,100,13.467640877,11.764032364,62.0233359336853,227.42548990249637,165.40215396881106
W4,N7,500,13.494746208,11.760987282,71.6327531337738,230.69225692749023,159.05950379371643
W4,N8,0,14.255001068,13.765583992,3.640958786010742,38.66644215583801,35.02548336982727
W4,N8,100,13.450439453,12.211876869,32.35271644592285,123.5881643295288,91.23544788360594
W4,N8,500,13.663311958,12.259900093,46.31038451194763,169.65921568870544,123.34883117675781
W4,N9,0,15.358558655,15.237116814,0.5801959037780762,5.329923391342163,4.749727487564087
W4,N9,100,13.763138771,12.406319618,50.06703186035156,172.90983486175537,122.84280300140381
W4,N9,500,14.239182472,13.27039814,23.669209718704224,139.04391527175903,115.37470555305481
W4,O6,100,15.324066162,15.012934685,1.797792911529541,7.629565000534058,5.831772089004517
W4,O6,500,15.177433014,14.649749756,7.057473421096802,54.26282048225403,47.20534706115723
W4,O7,100,14.880023956,14.332771301,6.971845626831055,26.93001103401184,19.958165407180786
W4,O7,500,15.05021286,14.464129448,9.546232223510742,70.5046956539154,60.95846343040466
W4,O8,0,19.99958992,19.99958992,2.384185791015625e-06,2.384185791015625e-06,0.0
W4,O8,500,16.085882187,16.085882187,4.0531158447265625e-06,2.936480760574341,2.936476707458496
W4,O9,0,19.999643326,19.999643326,2.1457672119140625e-06,2.1457672119140625e-06,0.0
W4,O9,100,16.509113312,16.509113312,1.1920928955078125e-06,0.7956972122192383,0.7956960201263428
W4,O9,500,17.434333801,17.434333801,2.6226043701171875e-06,0.5717086791992188,0.5717060565948486
W4,P8,0,19.999610901,19.999610901,1.6689300537109375e-06,1.6689300537109375e-06,0.0
W4,P8,100,19.999650955,19.999650955,3.337860107421875e-06,3.337860107421875e-06,0.0
W4,P8,500,19.999637604,19.999637604,1.430511474609375e-06,1.430511474609375e-06,0.0
W4,P9,0,19.999622345,19.999622345,2.384185791015625e-06,2.384185791015625e-06,0.0
W4,P9,100,19.999629974,19.999629974,2.384185791015625e-06,2.384185791015625e-06,0.0
W4,P9,500,19.999582291,19.999582291,2.86102294921875e-06,2.86102294921875e-06,0.0
